Request Id,Request Definition,CampaignId,Hashtag,SeedTweets,ExpandedTweets,HashtagTweets,UserCount,Organized,Other
20170428110647457b9b5a8bb-115f-4796-a961-55cd91d2b46e,NeverHillary_BC,NeverHillary,neverhillary,909,68597,2768,239,ORGANIZED,POLITICAL	TRUMP	
20170430104531730bbfeed72-493e-4dc8-b398-d2dbd305d716,TeamTrump,TeamTrump,teamtrump,618,68916,1199,339,ORGANIZED,POLITICAL	TRUMP	
20170430104537879d8a3795d-d3e8-42fa-8d6f-a88695bddcd7,TeamTrump_BC,TeamTrump,teamtrump,649,97488,1181,393,ORGANIZED,POLITICAL	TRUMP	
201704301045452611dd9f54e-21fc-452a-832f-715b136d5f63,TeamTrump_BC,TeamTrump,teamtrump,547,83721,1235,281,ORGANIZED,POLITICAL	TRUMP	
2017043010460813eb1f1487-b5fc-4f92-a427-7df5856d830f,TeamTrump,TrumpSupportersElectionWeek,teamtrump,2283,323059,1307,633,ORGANIZED,POLITICAL	TRUMP	
20170430104742193ff6c68e9-9c47-4e14-b5f4-5a55b8777269,TeamTrump_BC,TrumpSupportersElectionWeek,teamtrump,2965,466438,1289,647,ORGANIZED,POLITICAL	TRUMP	
20170430105757807ced91662-7d31-4982-bc4f-150ec59fd9a0,TrumpPence2016,TrumpPence2016,trumppence2016,707,70000,1459,292,ORGANIZED,POLITICAL	TRUMP	
20170430105844462946af70a-12da-47fd-8b67-527d3ed7bde2,TrumpPence2016_BC,TrumpPence2016,trumppence2016,629,70077,1183,306,ORGANIZED,POLITICAL	TRUMP	
20170430105853271be10a64-f259-4a58-afd5-047b9b9c2fea,TrumpPence2016_BC,TrumpPence2016,trumppence2016,750,90158,1559,386,ORGANIZED,POLITICAL	TRUMP	
20170430105901517763d1a0f-15aa-477d-af5f-0f01827c050f,TrumpPence2016_BC,TrumpPence2016,trumppence2016,730,88976,1661,353,ORGANIZED,POLITICAL	TRUMP	
201704301059053614429e2c3-8e40-4af0-973d-05cc2d090089,TrumpPence2016_BC,TrumpPence2016,trumppence2016,671,86351,1457,322,ORGANIZED,POLITICAL	TRUMP	
20170527012742766b587eae3-780c-45f9-a335-61c28fcb38ac,neverhillary,TrumpSupporters_20161110,neverhillary,3579,598946,8398,990,ORGANIZED,POLITICAL	TRUMP	
20170527013313965e5ebf717-00d2-4238-bb67-fca38d34ccad,neverhillary,election20161102,neverhillary,720,56753,2252,417,ORGANIZED,POLITICAL	TRUMP	
2017052701450697538cafd11-391b-4fce-9f37-d039a01391fb,maga,NeverHillary,maga,2153,212728,12091,731,,POLITICAL	TRUMP	
201705270145308086b57546f-c9bf-4f70-a267-cc6ef1b1bd1a,maga_BC,NeverHillary,maga,2128,187888,11394,802,,POLITICAL	TRUMP	
2017052701454849f61896d1-8923-4af6-9582-25cb9597bec4,maga_BC,NeverHillary,maga,2251,183663,11692,731,,POLITICAL	TRUMP	
2017052701460465262e5a33-3d25-4e77-a9c3-4c65df0f51f2,maga_BC,NeverHillary,maga,1001,77777,6401,256,,POLITICAL	TRUMP	
20170527014615088b00cd21-02e9-4f18-9b37-86c831643afb,draintheswamp,NeverHillary,draintheswamp,2575,187657,11344,815,ORGANIZED,POLITICAL	TRUMP	
201705270146539563e11f17-b567-4a8f-86f1-e52179eab20b,trumptrain,NeverHillary,trumptrain,2239,192219,4943,792,ORGANIZED,POLITICAL	TRUMP	
20170527014734134c13faa63-769b-476b-acf8-8ce879913ac8,draintheswamp_BC,NeverHillary,draintheswamp,809,76276,4779,268,ORGANIZED,POLITICAL	TRUMP	
201705270147506213969f6d0-f6dd-42a1-9ef9-db47c2ca1e4e,trumptrain_BC,NeverHillary,trumptrain,513,28245,1480,109,ORGANIZED,POLITICAL	TRUMP	
20170527133225353ab541a12-4f67-4f9a-99a6-d54c6c095fb5,draintheswamp,podestaemails15,draintheswamp,1124,127141,6663,468,ORGANIZED,POLITICAL	TRUMP	
201705271333462867d24bc4e-861e-410e-b860-c772fbd7f637,maga,podestaemails15,maga,924,96563,4565,339,,POLITICAL	TRUMP	
20170527133901970aec4a76b-31e3-4603-a91d-80406e51e698,maga,voterfraud20161102,maga,650,91048,7544,349,,POLITICAL	TRUMP	
201705271345538290060af96-b0f2-4778-97a1-df253e18c358,crookedhillary,election20161102,crookedhillary,490,43292,1823,300,ORGANIZED,POLITICAL	TRUMP	
201705271349255251444172e-d3e3-48ce-9836-f793e904e07e,trumppence16,americafirst,trumppence16,1519,178406,4363,738,ORGANIZED,POLITICAL	TRUMP	
2017052713495195100040f46-67b6-4994-8c77-ff21058ad6a4,trumptrain,americafirst,trumptrain,1552,194042,3848,774,ORGANIZED,POLITICAL	TRUMP	
20170527135030755f05ec086-26c7-46b4-931a-2fdf93eec5c1,draintheswamp,americafirst,draintheswamp,1467,190387,9739,714,ORGANIZED,POLITICAL	TRUMP	
20170527135414303a239a68d-d545-450c-97b2-f4575ff3a4bf,trumppence16_BC,americafirst,trumppence16,1256,180401,3854,657,ORGANIZED,POLITICAL	TRUMP	
2017052713545782341e6e9a7-d113-4f35-a8c8-322d0cf2bae2,trumptrain_BC,americafirst,trumptrain,722,109512,2230,323,ORGANIZED,POLITICAL	TRUMP	
20170527135540515ab39553f-906c-4b58-a556-b80ca6d28b2d,trumptrain,TrumpPence2016,trumptrain,492,48875,1850,174,ORGANIZED,POLITICAL	TRUMP	
2017052713560380121b12d59-0528-4217-a5fe-9d62cb8f176a,trumppence16_BC,americafirst,trumppence16,891,165658,3627,471,ORGANIZED,POLITICAL	TRUMP	
201705271415363249df1a7f4-39da-400e-9721-72cc326edd6b,lockherup,TrumpSupportersElectionWeek,lockherup,3924,170281,3500,563,ORGANIZED,POLITICAL	TRUMP	
2017052714163015824d8598d-2360-4df2-997d-ade8cb8d88db,crookedhillary,TrumpSupportersElectionWeek,crookedhillary,7079,283380,9000,1193,ORGANIZED,POLITICAL	TRUMP	
2017052714171439329d89e69-b807-4535-8733-1e6e42ad054b,makeamericagreatagain,TrumpSupportersElectionWeek,makeamericagreatagain,7433,252810,11431,1650,ORGANIZED,POLITICAL	TRUMP	
20170527142703192a59821c1-0ff1-4d6d-be92-ede260c42b09,makeamericagreatagain_BC,TrumpSupportersElectionWeek,makeamericagreatagain,7523,394806,8724,1399,ORGANIZED,POLITICAL	TRUMP	
2017052714451598902b51c5d-1ebc-492c-b094-23f677ec2348,makeamericagreatagain_BC,TrumpSupportersElectionWeek,makeamericagreatagain,2331,102982,3433,343,ORGANIZED,POLITICAL	TRUMP	
2017052800505403d14c514b-2ad0-491b-832b-c11ff427d2b9,draintheswamp,clintonfoundation,draintheswamp,721,0,6766,466,ORGANIZED,POLITICAL	TRUMP	
2017052800513958162379d5e-ffad-4102-9041-cb68ebfd2f98,hillarysemails,FBIGeneral20161101,hillarysemails,1541,351450,3912,727,ORGANIZED,POLITICAL	TRUMP	
2017052800520367574ef1617-e6f5-4ed4-a02d-cf36eee5e48b,wikileaks,FBIGeneral20161101,wikileaks,1506,295405,5762,588,ORGANIZED,POLITICAL	TRUMP	
2017052800522330ffc9b0ef-06e6-448f-b348-31c888adfc88,lockherup,FBIGeneral20161101,lockherup,1457,315588,3347,591,ORGANIZED,POLITICAL	TRUMP	
20170528005255501d7799bd4-2514-4a9a-8467-0bb08ec973de,anthonyweiner,FBIGeneral20161101,anthonyweiner,1398,283386,1041,611,ORGANIZED,POLITICAL	TRUMP	
201705280053228702a702ebb-852a-44ee-b073-718fd3598cb9,weiner,FBIGeneral20161101,weiner,1339,262900,1217,522,ORGANIZED,POLITICAL	TRUMP	
20170528005343581ef63f630-b938-4f9c-b6de-09d6d284f1fc,hillarysemail,FBIGeneral20161101,hillarysemail,925,261735,2366,548,ORGANIZED,POLITICAL	TRUMP	
2017052800540249920745249-c3e3-4c83-a1fa-74f32125b666,crookedhillary,FBIGeneral20161101,crookedhillary,1145,231020,4897,489,ORGANIZED,POLITICAL	TRUMP	
201705280055471187e19616a-8553-498e-bcb6-18c5d84f8ac4,wikileaks,TrumpSupportersElectionWeek,wikileaks,3983,190078,6716,571,ORGANIZED,POLITICAL	TRUMP	
201705280056124414cb8d89f-a832-4cf9-80f3-3b19a50bcfa3,maga,TrumpSupportersElectionWeek,maga,5736,223079,28177,941,,POLITICAL	TRUMP	
201705280057422165828d1a8-dc50-41b9-a3e4-b4bf9c21c4bd,trumptrain,TrumpSupportersElectionWeek,trumptrain,6572,266989,10703,975,ORGANIZED,POLITICAL	TRUMP	
201705280057599435c812165-61c6-4409-9e4c-9342cf629f51,makeamericagreatagain,TrumpSupportersElectionWeek,makeamericagreatagain,7433,252810,11431,1650,ORGANIZED,POLITICAL	TRUMP	
20170528005820318ab7c5fc8-f6fa-4819-93f5-4f4e1bfc8a54,lockherup,TrumpSupportersElectionWeek,lockherup,3924,170281,3500,563,ORGANIZED,POLITICAL	TRUMP	
201705280059381861e589d15-6123-49df-a96f-1027e696de1e,wikileaks,Voting,wikileaks,1045,27357,3022,184,ORGANIZED,POLITICAL	TRUMP	
20170528010011836e5bc9a9d-e483-4687-ab19-0d6cc11bb01c,wikileaks,TrumpSupporters_20161110,wikileaks,1395,223880,5840,400,ORGANIZED,POLITICAL	TRUMP	
201705280102481162502d6a-c948-4a4a-a3c9-f3fabc5b829c,maga,Voting,maga,5194,188381,32808,909,,POLITICAL	TRUMP	
20170528010307167e34747da-84dc-4605-9835-9c1271721f6c,votetrump,Voting,votetrump,3701,171793,6212,874,ORGANIZED,POLITICAL	TRUMP	
20170528010327589739a707f-3871-4b9d-aed1-51384549f120,maga3x,Voting,maga3x,5455,238749,7121,999,ORGANIZED,POLITICAL	TRUMP	
20170528010345725e62183d1-b0af-40a7-b510-6274ac4b3f05,trumptrain,Voting,trumptrain,5729,238909,11126,1081,ORGANIZED,POLITICAL	TRUMP	
20170528010352153a0b1d4e5-5876-4756-ae80-158cc2030c3b,maga_BC,TrumpSupportersElectionWeek,maga,7016,285646,34348,999,,POLITICAL	TRUMP	
20170528010542370b5e756bf-63c4-4a60-8bf3-196d2e4f6f47,trumppence16,TrumpSupporters_20161110,trumppence16,5091,1063042,17102,1716,ORGANIZED,POLITICAL	TRUMP	
20170528010619240093fcce1-c9f2-4a3c-b2ba-71d7360d6ceb,trumptrain_BC,TrumpSupportersElectionWeek,trumptrain,6634,290604,10254,907,ORGANIZED,POLITICAL	TRUMP	
20170528010901915485acccc-4adb-4ac8-bf7d-f3ce6af2c987,maga_BC,Voting,maga,4436,163296,28063,723,,POLITICAL	TRUMP	
201705280109096053f8e6970-6d08-4a52-90a1-e7cd0e582f6c,maga_BC,TrumpSupportersElectionWeek,maga,6925,322862,34252,969,,POLITICAL	TRUMP	
201705280110257573b579adc-f85d-45b2-8484-4eaead89bb26,votetrump_BC,Voting,votetrump,2970,144246,5351,839,ORGANIZED,POLITICAL	TRUMP	
20170528011146383c45d0ec9-b114-47f8-8fc7-2fcfa04ae415,makeamericagreatagain_BC,TrumpSupportersElectionWeek,makeamericagreatagain,7523,394806,8724,1399,ORGANIZED,POLITICAL	TRUMP	
20170528011202427a4cbbc64-fd68-44f0-a9f4-585d768a7cd1,maga_BC,Voting,maga,4336,184982,29826,781,,POLITICAL	TRUMP	
20170528011308683c173b3c1-ad07-40d9-a549-c0dba3462cc6,trumptrain_BC,TrumpSupportersElectionWeek,trumptrain,3637,133334,6195,565,ORGANIZED,POLITICAL	TRUMP	
201705280114233662a6d5dd5-b3eb-44e2-9561-99afd99b74ce,maga_BC,TrumpSupportersElectionWeek,maga,6595,337988,34738,1033,,POLITICAL	TRUMP	
201705280115265487093d7f4-20c8-4cc7-821f-069cbab7d14f,trumptrain_BC,Voting,trumptrain,3480,128353,6848,652,ORGANIZED,POLITICAL	TRUMP	
20170528011540236ec473abb-8282-433c-b424-d658775c66a2,votetrump_BC,Voting,votetrump,3169,169736,4740,897,ORGANIZED,POLITICAL	TRUMP	
201705280116028701c96f195-530e-45ef-b68a-30dfd2564845,maga_BC,Voting,maga,4464,200140,31965,897,,POLITICAL	TRUMP	
2017052801161316065474496-fb11-4145-a067-03bf3c8c740c,trumptrain_BC,TrumpSupportersElectionWeek,trumptrain,3733,165466,5957,477,ORGANIZED,POLITICAL	TRUMP	
2017052801163626175fa58eb-4a0d-4a8c-a7f8-b75f9ab48f4a,maga_BC,TrumpSupportersElectionWeek,maga,6359,287495,32984,994,,POLITICAL	TRUMP	
201705280124501554d8c7ce9-33ce-47f3-b50e-654332741eb3,trumptrain_BC,TrumpSupportersElectionWeek,trumptrain,3556,176012,6245,498,ORGANIZED,POLITICAL	TRUMP	
2017052801253946797823630-7568-498f-9c81-4f1ec1cae512,maga_BC,Voting,maga,5642,307574,32391,1019,,POLITICAL	TRUMP	
20170528012603280be96f6ff-c75e-4a08-a3fc-d07c4760c351,votetrump_BC,Voting,votetrump,3703,170753,6190,856,ORGANIZED,POLITICAL	TRUMP	
20170528012646342dba0faab-a466-497e-bb7a-db9c23977404,maga3x_BC,Voting,maga3x,4505,139008,4883,661,ORGANIZED,POLITICAL	TRUMP	
20170528012646756a799cf01-c4a0-48c0-a98d-42d6f41b7071,trumppence16_BC,TrumpSupporters_20161110,trumppence16,1242,205329,4481,323,ORGANIZED,POLITICAL	TRUMP	
20170528012859139c196c19c-974c-4ead-ab72-3dad18cd87fb,makeamericagreatagain_BC,TrumpSupportersElectionWeek,makeamericagreatagain,2331,102982,3433,343,ORGANIZED,POLITICAL	TRUMP	
2017052801422550005f3aca3-18ba-4a05-a37d-c933158d876c,votetrump_BC,Voting,votetrump,4213,118947,6273,701,ORGANIZED,POLITICAL	TRUMP	
20170529220521325d7c19ccd-51a3-4f11-a6a2-829db2920497,votetrump_BC,TrumpSupporters_20161110,votetrump,688,87187,1239,159,ORGANIZED,POLITICAL	TRUMP	
2017052922054515437663fa0-f423-4ee6-86f3-fe8d0f270779,trumptrain_BC,TrumpSupporters_20161110,trumptrain,422,61889,1888,128,ORGANIZED,POLITICAL	TRUMP	
201705292211282305d278486-d3b8-475a-a7ea-ffe9a3b30c24,trumppence16_BC,Voting,trumppence16,1064,23324,1706,159,ORGANIZED,POLITICAL	TRUMP	
2017053018550990347ba0208-0036-471a-a66d-8dbc290a6032,hillaryforprison,TrumpSupporters_20161110,hillaryforprison,1281,178015,2361,311,ORGANIZED,POLITICAL	TRUMP	
2017053018552648179a73905-4c55-4a3e-9b3a-f55861abe90c,neverhillary,TrumpSupporters_20161110,neverhillary,3579,598946,8398,990,ORGANIZED,POLITICAL	TRUMP	
2017053018554614b8d46439-7a33-4c6c-bb4a-bf01eaccc63c,votetrump,TrumpSupporters_20161110,votetrump,4194,654395,12313,1193,ORGANIZED,POLITICAL	TRUMP	
2017053018560195466970afc-cec2-4bc3-a32d-289922cecaf7,trumptrain,TrumpSupporters_20161110,trumptrain,3952,640075,12539,1168,ORGANIZED,POLITICAL	TRUMP	
20170530185633310e530b159-2c48-4132-b547-6e444630b7d9,draintheswamp,Voting,draintheswamp,3599,113436,9533,577,ORGANIZED,POLITICAL	TRUMP	
20170530185644317a64769f3-366a-4b93-bb66-3348305411e6,votetrump_BC,TrumpSupporters_20161110,votetrump,688,87187,1239,159,ORGANIZED,POLITICAL	TRUMP	
20170530185657199fc382496-3228-4bd2-9dbe-437971d031a4,votetrumppence16,Voting,votetrumppence16,3738,113813,2012,641,,POLITICAL	TRUMP	
20170530185704383d3530670-2de1-45b9-a928-907bed836f0a,trumptrain_BC,TrumpSupporters_20161110,trumptrain,422,61889,1888,128,ORGANIZED,POLITICAL	TRUMP	
20170530185800183d1158d9d-413b-4a38-8f6d-37257b2dbc76,trumppence16,Voting,trumppence16,5850,204211,9142,965,ORGANIZED,POLITICAL	TRUMP	
2017053018582171310115fea-4511-488b-afe9-caf1d111312a,neverhillary,Voting,neverhillary,3196,83506,2713,456,ORGANIZED,POLITICAL	TRUMP	
2017053019021443902d00b94-5d24-4e04-9702-d235ef42cadc,trumppence16_BC,Voting,trumppence16,1064,23324,1706,159,ORGANIZED,POLITICAL	TRUMP	
20170530234553852cbca93d4-0dfa-4b74-8ab4-6cc905464919,votetrumppence16,TrumpSupporters_20161110,votetrumppence16,1888,210736,2482,426,,POLITICAL	TRUMP	
201705302346091342b0a7731-5f54-4707-81ac-12e8ad102784,lockherup,TrumpSupporters_20161110,lockherup,1673,207061,3035,393,ORGANIZED,POLITICAL	TRUMP	
20170530234624328c50c2fb4-77d6-4531-8a45-eb320c675afb,hillaryindictment,TrumpSupporters_20161110,hillaryindictment,1257,159009,2261,304,ORGANIZED,POLITICAL	TRUMP	
201705302347198602940d7dc-debb-42cf-8836-93f4d4adea6d,podestaemails33,Voting,podestaemails33,2587,70040,2774,433,ORGANIZED,POLITICAL	TRUMP	
201705302347369497409c321-4f58-4f87-9759-6543c9bc1f7a,magaselfie,Voting,magaselfie,2510,132502,2578,444,ORGANIZED,POLITICAL	TRUMP	
201705310818471102286585b-ba65-49ba-8f09-2bbcd46e2377,wikileaks,NeverHillary,wikileaks,2297,202282,8051,784,ORGANIZED,POLITICAL	TRUMP	
20170531081906397c448359e-0ff7-4521-9d55-4e376f8b9475,wikileaks_BC,NeverHillary,wikileaks,1231,95567,4111,334,ORGANIZED,POLITICAL	TRUMP	
20170531084307489b30e920b-7f98-47f6-9bdc-6221560c4185,trumptrain,HillarySupporters20161102,trumptrain,1421,144179,4406,576,ORGANIZED,POLITICAL	TRUMP	
201705310846517010a67c44c-8ab2-4942-88b7-9bc2cd2b229c,trumptrain,americafirst,trumptrain,1552,194042,3848,774,ORGANIZED,POLITICAL	TRUMP	
201705310847494666decfb1b-3d27-4f50-8006-a4b40207b7c9,trumptrain_BC,americafirst,trumptrain,722,109512,2230,323,ORGANIZED,POLITICAL	TRUMP	
201705310848278335ce73456-70fe-47d6-ac3a-f8d8513149db,emailscandal,AllHillaryEmailTags_20161101,emailscandal,1396,51913,1041,736,ORGANIZED,POLITICAL	TRUMP	
2017053108484726459d95438-1572-4d19-9014-7377c0de53db,corrupthillary,AllHillaryEmailTags_20161101,corrupthillary,1691,73268,1991,814,ORGANIZED,POLITICAL	TRUMP	
20170531084852756c33ab4d4-8f63-41c0-801e-48dfd7afdc36,corrupthillary_BC,AllHillaryEmailTags_20161101,corrupthillary,733,39054,1011,263,ORGANIZED,POLITICAL	TRUMP	
20170531085007255b0d967e0-11e8-47c5-9a2d-703f464eb397,wikileaks,AllHillaryEmailTags_20161101,wikileaks,1273,112341,5935,667,ORGANIZED,POLITICAL	TRUMP	
201706011357167564dd84f84-be33-4cbb-8421-4115cfc175aa,wikileaks,PodestaEmails20161031,wikileaks,3927,119323,6795,847,ORGANIZED,POLITICAL	TRUMP	
2017060113574150522af926e-426b-41ef-b688-0e2928c721f7,maga3x,PodestaEmails20161031,maga3x,1951,47935,1947,373,ORGANIZED,POLITICAL	TRUMP	
20170601135807904febf67d0-b8b7-4d58-b845-9ab1a6fe09c0,lockherup,PodestaEmails20161031,lockherup,2383,54566,1699,401,ORGANIZED,POLITICAL	TRUMP	
2017060113582651574e61b05-185d-438b-8e34-e8509cad7620,wikileaks_BC,PodestaEmails20161031,wikileaks,1245,13162,1851,151,ORGANIZED,POLITICAL	TRUMP	
201706011358365502cd64853-348b-42e2-9626-944596227435,hillarysemail,PodestaEmails20161031,hillarysemail,3187,61208,3329,795,ORGANIZED,POLITICAL	TRUMP	
20161202192230831035dd1f1-6940-4b33-8db8-09ac092d1971,stoptrump,stoptrump,stoptrump,1245,282999,2911,839,null,POLITICAL	HILLARY	HILLARY	
20161202195038972c804b69a-10dc-443f-bdc5-279fb7499cff,imwithher,Recount20161130,imwithher,12542,947893,7345,939,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20161202195115600c7b8ee35-4336-473c-8ce1-d1a4357db42e,notmypresident,Recount20161130,notmypresident,9056,704616,38239,1138,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2016121310281875738b29070-0fbb-418f-b703-86da86dac8e0,hillarybecause,HillarySupportersElectionDay,hillarybecause,2166,605714,1267,831,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201701302341526433f7cf979-8a7d-4a4a-9637-0dd409654527,strongertogether,HillarySupportersElectionDay,strongertogether,15723,2193595,16396,4752,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170131161720265a2d8d274-1d42-4086-8127-0cc0a526a495,imwithher,HillarySupportersElectionDay,imwithher,35362,4411703,75681,15792,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201701311619272352f96a09e-6d1d-467f-b37e-d0b94ebc9f2c,hesnotmypresident,HesNotMyPresident,hesnotmypresident,5246,1533594,6654,4423,null,POLITICAL	TRUMP	HILLARY	HILLARY	
20170207235130816b2e68bc5-9226-4c5e-9b75-64afa5b67ec8,trumpprotest,HesNotMyPresident,trumpprotest,6731,1626003,14804,5365,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181322322233249bc16-271c-4b31-bd5b-657e9bfee4d9,strongertogetherBucket,HillarySupportersElectionDay,strongertogether,3282,268603,4258,686,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318132412762a8c9bca0-ddb9-4e47-a5ba-08721b3c3e11,imwithher_bucket,HillarySupportersElectionDay,imwithher,968,48793,2434,212,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181325269401d68773-3a1d-4711-9645-dff1201a250a,imwithher_BC,HillarySupportersElectionDay,imwithher,1803,99932,4555,333,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318132542766b2353a1b-4e22-464f-90ff-41f9c828024b,imwithher_BC,HillarySupportersElectionDay,imwithher,620,42901,1332,201,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813271723275ab2b0-e1ab-4a80-9dbb-233a64cf7c8a,imwithher_BC,HillarySupportersElectionDay,imwithher,920,49828,2151,204,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813272483a033e4e5-7adb-4e3e-b1a7-43ba75d66139,imwithher_BC,HillarySupportersElectionDay,imwithher,1177,54323,2853,214,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813273235347b2a895-ddd3-47b0-be7b-a7b4cfac056b,imwithher_BC,HillarySupportersElectionDay,imwithher,1153,48384,2593,222,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181327376336f49aa0b-e357-4d31-966d-a44223d24198,imwithher_BC,HillarySupportersElectionDay,imwithher,1061,51833,2350,260,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318132741215b53430f7-d4ad-4ead-b69f-6944eb2fd173,imwithher_BC,HillarySupportersElectionDay,imwithher,1129,69660,2440,331,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813274652615c8d605-c790-4790-a612-8f97209527c9,imwithher_BC,HillarySupportersElectionDay,imwithher,979,70643,1648,381,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181328011769aaeeeb0-1f57-47ee-9633-5794ddc126d7,imwithher_BC,HillarySupportersElectionDay,imwithher,771,61558,2002,329,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813281587140ba7903-b71d-431f-9616-adc3ae8efcc2,imwithher_BC,HillarySupportersElectionDay,imwithher,938,70811,2370,244,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133006931cccd2e35-58f0-4cf1-91ad-7a0750027676,imwithher_BC,HillarySupportersElectionDay,imwithher,945,87238,2430,240,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133057349dd0c44a3-3dd4-490c-bcd0-c8860befa1d2,imwithher_BC,HillarySupportersElectionDay,imwithher,896,77516,2595,248,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133223191d823917e-c55b-4ade-a515-fe6d74a7ab0b,imwithher_BC,HillarySupportersElectionDay,imwithher,1112,76050,2997,244,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133246738a68a46c4-d13c-4176-8b50-e58740e00ea1,imwithher_BC,HillarySupportersElectionDay,imwithher,1048,79846,2866,267,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813343825e2707122-ee37-4063-a34a-f367a1c7f607,imwithher_BC,HillarySupportersElectionDay,imwithher,854,66977,1995,214,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181335217075a8f8cdb-ca50-45b1-90d4-35a6ba0ee01a,imwithher_BC,HillarySupportersElectionDay,imwithher,962,74422,1721,257,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813365473304fb0218-5b42-4c0e-a895-232de5327e8e,imwithher_BC,HillarySupportersElectionDay,imwithher,1287,64175,2658,249,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133730945c249368e-6304-496d-a2ab-1611a7a6b8a3,imwithher_BC,HillarySupportersElectionDay,imwithher,841,72965,2070,259,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133746523fa2aabe9-ac01-4adc-b27b-e632054850d6,strongertogetherBucket_BC,HillarySupportersElectionDay,strongertogether,4165,338978,3689,769,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813374690555aaff75-438c-41e8-ad15-1e8c13ca4856,imwithher_BC,HillarySupportersElectionDay,imwithher,819,69053,2313,223,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133820487a31e024c-c748-4391-b351-b93a8947d42d,imwithher_BC,HillarySupportersElectionDay,imwithher,1141,73690,2026,253,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318133904809e0994be3-ff17-45f7-a67f-5dc7866233d7,imwithher_BC,HillarySupportersElectionDay,imwithher,765,67837,1863,220,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813404349828f62bc9-5241-499b-83c2-6cf4e00c076f,imwithher_BC,HillarySupportersElectionDay,imwithher,912,70765,1996,215,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318134142576f3767e7b-062f-4065-affb-694fa7b37897,imwithher_BC,HillarySupportersElectionDay,imwithher,1068,63981,2279,210,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181342166384d39e0ca-e3ac-4def-b2a3-55049c755905,imwithher_BC,HillarySupportersElectionDay,imwithher,993,72339,1930,238,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813424829408464da6-b4a0-4b88-b179-ef67d0d4226f,imwithher_BC,HillarySupportersElectionDay,imwithher,1035,66392,2063,239,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181343056118691a71d-7770-4190-87f7-13cc3ff52f5c,imwithher_BC,HillarySupportersElectionDay,imwithher,1080,76119,2195,237,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813433854657cda64c-618f-40df-ae3e-8f6b2b5cac57,imwithher_BC,HillarySupportersElectionDay,imwithher,1030,65136,2318,205,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318134510935d1cc572a-8a89-4ab5-8623-78b2d93b903e,imwithher_BC,HillarySupportersElectionDay,imwithher,796,59413,2000,192,ORGANIZED,POLITICAL	HILLARY	HILLARY	
20170318134538393de48fe6b-d885-47b6-abef-5df9fb58fdb5,imwithher_BC,HillarySupportersElectionDay,imwithher,738,68032,1448,221,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181346379796032278c-2d2f-4ac0-86f6-cbfb653f48df,imwithher_BC,HillarySupportersElectionDay,imwithher,658,54004,1356,179,ORGANIZED,POLITICAL	HILLARY	HILLARY	
201703181347512373b87cc08-4d20-42c2-886a-12abde9e3041,imwithher_BC,HillarySupportersElectionDay,imwithher,1073,85756,2349,252,ORGANIZED,POLITICAL	HILLARY	HILLARY	
2017031813480649d1dec72b-961b-4004-b473-1f01e300a5d9,imwithher_BC,HillarySupportersElectionDay,imwithher,1511,85498,2794,296,ORGANIZED,POLITICAL	HILLARY	HILLARY	
